net_name,driver_pin,sink_pins,fanout
n_50242,g200165/Y,['u7_mem_reg\\[1\\]\\[13\\]/D'],1
n_50243,g200166/Y,['u7_mem_reg\\[1\\]\\[26\\]/D'],1
n_50245,g200168/Y,['u7_mem_reg\\[1\\]\\[16\\]/D'],1
n_50246,g200169/Y,['u7_mem_reg\\[1\\]\\[8\\]/D'],1
n_50247,g200170/Y,['u7_mem_reg\\[1\\]\\[3\\]/D'],1
n_50250,g200173/Y,['u7_mem_reg\\[1\\]\\[31\\]/D'],1
n_50251,g200174/Y,['u7_mem_reg\\[1\\]\\[28\\]/D'],1
n_5028,,"['g218313/A2', 'g153844__219225/B1', 'g153662__6783/B1', 'g153595__219229/B1', 'g153594__219232/B1', 'g153593__219227/A1', 'g153592__219228/A1', 'g104/A2']",8
n_50287,g200191/Y,"['g202672/B', 'g200196/A', 'g200195/A', 'g200194/B', 'g200193/B', 'g200192/A2']",6
n_50289,g200192/Y,['g111/B'],1
n_50290,g200193/Y,"['g212358/A2', 'g212202/A2', 'g206130/A2', 'g205423/B', 'g204759/B2', 'g195/A', 'g180565/B', 'g176221/B', 'g176215/B']",9
n_50291,g200194/Y,"['g176214/A', 'g154346__5122/A2']",2
n_50292,g200195/Y,"['g200197/C2', 'g199705/A', 'g188727/A1', 'g154345__5107/A1', 'g154343__4319/A1', 'g154342__5526/A1']",6
n_50293,g200196/Y,"['g27/A', 'g211698/A2', 'g211697/A2', 'g204759/A2', 'g180562/B', 'g180432/B', 'g166576/B1', 'g157656/A', 'g157655/A', 'g157500/B']",10
n_50295,g200197/Y,['g153600__193163/B1'],1
n_503,g194247/Y,"['g30/B', 'g194249/A', 'g194246/A2', 'g182421/B', 'g181571_dup194251/A', 'g177137/A']",6
n_50319,,"['g154359__1666/B', 'g154357__2883/A2']",2
n_50341,g200239/Y,"['g83/B2', 'g200242/A2', 'g194136/A1', 'g178025/A', 'g178024/B', 'g174908/A2', 'g171389/A2', 'g169187/A1', 'g168808/B2', 'g163893/A2', 'g162680/A1', 'g162672/A1']",12
n_50342,fopt200240/Y,"['g49/B1', 'g200242/B1', 'g174908/B1', 'g168808/A2', 'g163896/B1', 'g163893/B2', 'g163890/A1', 'g163888/A1']",8
n_50343,g200242/Y,['g200241/A'],1
n_50344,g200241/Y,"['g157751/A', 'g157644/B', 'g157462/B']",3
n_5036,g153599__2346/Y,['u3_dout_reg\\[4\\]/D'],1
n_50388,fopt200277/Y,"['g37/B1', 'g200276/A2', 'g192552/A1', 'g183903/B2', 'g183511/B1', 'g171389/B1', 'g163886/A', 'g158725/A1', 'g158713/A1']",9
n_50389,g200276/Y,['g198833/B'],1
n_5041,g153603__6161/Y,['u7_dout_reg\\[4\\]/D'],1
n_50426,g200312/Y,['g198743/C'],1
n_50427,g200315/Y,['u9_full_reg/D'],1
n_50452,g200340/Y,"['g200344/A', 'g200342/A', 'g198256/B2', 'g198251/B1', 'g176529/A2', 'g156980/A']",6
n_50453,g200342/Y,"['g200347/A2', 'g200346/A', 'g200345/A2', 'g200341/B']",4
n_50454,g200341/Y,['g191781/B'],1
n_50455,g200344/Y,"['g200349/B', 'g200348/B', 'g200343/A']",3
n_50456,g200343/Y,[],0
n_50457,g200345/Y,['g179065/B'],1
n_50458,g200346/Y,"['g224/A1', 'g158831/B2']",2
n_50459,g200347/Y,['g179063/B'],1
n_50460,g200348/Y,['g196985/B'],1
n_50461,g200349/Y,['g196982/B'],1
n_50463,fopt200350/Y,['g153891__176455/C1'],1
n_5054,g153631__1617/Y,['u3_dout_reg\\[19\\]/D'],1
n_50541,g153845__200405/Y,['u8_dout_reg\\[15\\]/D'],1
n_50546,g200411/Y,"['g200415/B1', 'g200414/A', 'g200412/A', 'g156978/A']",4
n_50548,g200414/Y,"['g200420/A1', 'g200418/A2', 'g200417/A2', 'g200413/B1']",4
n_50549,g200413/Y,"['g154103__198365/A1', 'g154082__167222/A1', 'g153869__167224/A1', 'g153784__178433/A2']",4
n_50551,g200415/Y,"['g178423/B2', 'g171378/B2', 'g154104__198357/A2', 'g153870__5115/A2']",4
n_50552,g200417/Y,"['g154091__198355/A2', 'g154071__6260/A2', 'g153773__188371/A2']",3
n_50553,g200418/Y,"['g224146/B2', 'g154089__198371/A1', 'g154069__2398/A2', 'g153771__178445/A2']",4
n_50554,,['g156/A2'],1
n_50555,g200420/Y,"['g200520/B2', 'g154088__198370/A1', 'g153985__1881/A1', 'g153770__178446/A1']",4
n_506,g159572/Y,"['g168960/A', 'g159025/A2']",2
n_50601,g200464/Y,['g200463/B2'],1
n_50602,g200463/Y,['u4_rp_reg\\[1\\]/D'],1
n_50619,fopt200481/Y,['g178081/A'],1
n_5062,g154759/Y,"['g224630/B1', 'g194039/B1', 'g163992/B', 'g126/B1']",4
n_50660,g200520/Y,['u10_mem_reg\\[1\\]\\[4\\]/D'],1
n_50702,,['g200559/A'],1
n_50703,g200561/Y,['g200559/B'],1
n_50704,,['g200559/C'],1
n_50705,,['g200559/D'],1
n_50706,g200559/Y,['g200558/A1'],1
n_50707,g200558/Y,['u8_dout_reg\\[11\\]/D'],1
n_50709,g200565/Y,"['fanout375/A', 'g169027/A2', 'g200567/B2', 'g158346/B2', 'g188525/A2', 'g168801/B2', 'g175105/B2']",7
n_5071,g153643__1666/Y,['u7_dout_reg\\[8\\]/D'],1
n_50710,g200567/Y,"['g200568/A2', 'g200566/A']",2
n_50711,g200566/Y,['g188044/C1'],1
n_50712,g200568/Y,['g186850/A'],1
n_5072,g153644__2346/Y,['u7_dout_reg\\[9\\]/D'],1
n_5073,g153645__2883/Y,['u7_dout_reg\\[10\\]/D'],1
n_5074,g153646__9945/Y,['u7_dout_reg\\[11\\]/D'],1
n_5077,,"['g210505/B', 'g193162/A2', 'g176218/A2', 'g171872/B', 'g171748/B', 'g153839__180563/A2', 'g153837__9945/A2', 'g153648__196988/A1', 'g153646__9945/A2', 'g153645__2883/A2', 'g153644__2346/A2', 'g153643__1666/A2', 'g153603__6161/B1', 'g153602__193161/B1', 'g153601__193160/B1', 'g153600__193163/B2']",16
n_50792,g200638/Y,['g200637/A'],1
n_50793,g200639/Y,['g200637/B'],1
n_50794,g200637/Y,['g199211/C'],1
n_50808,g200646/Y,['g197826/A1'],1
n_50809,fopt200649/Y,"['g187709/B', 'fopt200648/A']",2
n_5081,g153651__5115/Y,['u3_dout_reg\\[8\\]/D'],1
n_50810,fopt200648/Y,"['g217561/A', 'g200652/A', 'g200650/B', 'fopt200647/A']",4
n_50812,g200650/Y,['g162473/A'],1
n_50814,g200652/Y,['g177158/B'],1
n_5082,g153652__1881/Y,['u3_dout_reg\\[9\\]/D'],1
n_5087,g153655__8246/Y,['u8_dout_reg\\[8\\]/D'],1
n_5088,g153656__5122/Y,['u8_dout_reg\\[9\\]/D'],1
n_509,,"['g159863/A', 'g157115/A', 'g156162/B']",3
n_5091,,"['g200558/A2', 'g194035/A2', 'g164106/A2', 'g153845__200405/B1', 'g153659__1617/B1', 'g153656__5122/A2', 'g153655__8246/A2', 'g130/A2']",8
n_5093,g153659__1617/Y,['u8_dout_reg\\[12\\]/D'],1
n_5094,g153436__3680/Y,['u11_mem_reg\\[3\\]\\[12\\]/D'],1
n_5097,g153435__6783/Y,['u11_mem_reg\\[3\\]\\[11\\]/D'],1
n_5098,g153434__5526/Y,['u11_mem_reg\\[3\\]\\[10\\]/D'],1
n_51,g160066/Y,['g158149/A1'],1
n_5100,g153421__4319/Y,['u9_mem_reg\\[3\\]\\[17\\]/D'],1
n_5101,g153420__6260/Y,['u9_mem_reg\\[3\\]\\[16\\]/D'],1
n_5103,g153419__5107/Y,['u9_mem_reg\\[3\\]\\[15\\]/D'],1
n_51030,fopt200829/Y,"['g212124/A', 'g211407/B', 'g199173/B']",3
n_51032,g200830/Y,['g186669/A'],1
n_51033,g200832/Y,['g192438/B'],1
n_51034,g200833/Y,['g199174/A'],1
n_51035,g200835/Y,['g154320__200834/A1'],1
n_51036,g154320__200834/Y,['g153974__6783/C'],1
n_51037,g200836/Y,['g188094/A'],1
n_51038,g200837/Y,['g157945/A'],1
n_51039,g200838/Y,['g187491/A'],1
n_5104,g153418__2398/Y,['u9_mem_reg\\[3\\]\\[14\\]/D'],1
n_51040,g200839/Y,['g157951/A'],1
n_51041,g200840/Y,"['g180562/A1', 'g171550/A']",2
n_51042,g200841/Y,['g186860/A'],1
n_51045,g200844/Y,['g199623/A'],1
n_51046,g200845/Y,['g157948/B'],1
n_51047,g200846/Y,['g157906/B'],1
n_51048,g200847/Y,['g200194/A1'],1
n_51049,g200848/Y,['g157950/B'],1
n_5105,g153417__5477/Y,['u9_mem_reg\\[3\\]\\[13\\]/D'],1
n_51051,g200850/Y,['g181397/A'],1
n_51053,g200852/Y,['g157892/A'],1
n_5106,g153416__6417/Y,['u9_mem_reg\\[3\\]\\[12\\]/D'],1
n_5111,g153411__9945/Y,['u9_mem_reg\\[3\\]\\[7\\]/D'],1
n_5112,g153410__9315/Y,['u9_mem_reg\\[3\\]\\[6\\]/D'],1
n_5113,g153409__6161/Y,['u9_mem_reg\\[3\\]\\[5\\]/D'],1
n_5114,g153408__4733/Y,['u9_mem_reg\\[3\\]\\[4\\]/D'],1
n_51158,g200936/Y,"['g200938/A', 'g193157/B', 'g193154/B', 'g193149/B', 'g153886__205418/B1']",5
n_51159,g200938/Y,['g154114__200937/C'],1
n_51160,g154114__200937/Y,['g153648__196988/B'],1
n_5118,g153404__6131/Y,['u9_mem_reg\\[3\\]\\[0\\]/D'],1
n_512,g159997/Y,['g436/B2'],1
n_5121,g153381__8246/Y,['u9_mem_reg\\[1\\]\\[0\\]/D'],1
n_5125,g153379__1705/Y,['u9_mem_reg\\[1\\]\\[2\\]/D'],1
n_5127,g153378__2802/Y,['u9_mem_reg\\[1\\]\\[3\\]/D'],1
n_51288,fopt201048/Y,"['g213869/B2', 'g202318/B2', 'g202316/B2', 'g202315/B2', 'g202314/B2', 'g202313/B2', 'g202311/B2', 'g202308/B2', 'g202303/B2', 'g202302/B2', 'g202299/B2', 'g202298/B2', 'g202297/B2', 'g202295/B2', 'g202293/B2', 'g202290/B2']",16
n_5129,g153377__1617/Y,['u9_mem_reg\\[1\\]\\[4\\]/D'],1
n_51296,fopt201049/Y,"['g214962/B2', 'g213839/B2', 'g202312/B2', 'g202310/B2', 'g202309/B2', 'g202307/B2', 'g202306/B2', 'g202305/B2', 'g202304/B2', 'g202301/B2', 'g202300/B2', 'g202294/B2', 'g202292/B2', 'g202289/B2', 'g202288/B2', 'g202287/B2']",16
n_5133,g153375__6783/Y,['u9_mem_reg\\[1\\]\\[6\\]/D'],1
n_5135,g153374__5526/Y,['u9_mem_reg\\[1\\]\\[7\\]/D'],1
n_5139,g153372__4319/Y,['u9_mem_reg\\[1\\]\\[9\\]/D'],1
n_5143,g153371__5107/Y,['u9_mem_reg\\[1\\]\\[10\\]/D'],1
n_51464,,['g455/C'],1
n_51478,,['g154317__201203/A1'],1
n_51479,g154317__201203/Y,['g153971__218177/C'],1
n_51481,g201208/Y,['g191893/B'],1
n_51482,g201209/Y,['g157970/A'],1
n_51483,g201210/Y,['g187623/A'],1
n_51484,g201211/Y,['g207597/B'],1
n_51486,g201213/Y,['g157975/B'],1
n_51487,g201214/Y,"['g177284/A1', 'fopt182915/A']",2
n_51488,g201215/Y,"['g194375/A2', 'g168950/A2', 'g158126/A2', 'g158122/A2', 'g158116/A2', 'g158111/A2']",6
n_51489,g201216/Y,['g157978/A'],1
n_5149,g153368__6417/Y,['u9_mem_reg\\[1\\]\\[13\\]/D'],1
n_51490,g201217/Y,['g170366/B'],1
n_51493,g201220/Y,"['g172211/A', 'g172210/A']",2
n_51495,g201222/Y,['g157971/A'],1
n_51496,g201223/Y,"['g224656/A1', 'g179262/A']",2
n_51498,g201225/Y,['g205710/A'],1
n_51499,g201226/Y,['g171209/A'],1
n_51500,g201227/Y,['g153/B'],1
n_5152,g153367__1666/Y,['u9_mem_reg\\[1\\]\\[14\\]/D'],1
n_5153,g153366__2346/Y,['u9_mem_reg\\[1\\]\\[15\\]/D'],1
n_5154,g153365__2883/Y,['u9_mem_reg\\[1\\]\\[16\\]/D'],1
n_5156,g153364__9945/Y,['u9_mem_reg\\[1\\]\\[17\\]/D'],1
n_5157,g153363__9315/Y,['u9_mem_reg\\[1\\]\\[18\\]/D'],1
n_5158,g153362__6161/Y,['u9_mem_reg\\[1\\]\\[19\\]/D'],1
n_5159,g153337__4733/Y,['u9_mem_reg\\[3\\]\\[20\\]/D'],1
n_5160,g153336__7482/Y,['u9_mem_reg\\[3\\]\\[21\\]/D'],1
n_5161,g153335__5115/Y,['u9_mem_reg\\[3\\]\\[22\\]/D'],1
n_517,g159604/Y,"['g188065/B', 'g157118/B', 'g152434__8428/B1']",3
n_5171,g158936/Y,"['g153935__6131/A1', 'g153899__168306/A1', 'g153331__6783/A1', 'g153307__5115/A1']",4
n_5172,g153331__6783/Y,['u9_mem_reg\\[3\\]\\[26\\]/D'],1
n_5173,g158926/Y,"['g176786/B2', 'g153934__8246/A2', 'g153898__168307/A2', 'g153308__7482/A2']",4
n_5177,g158915/Y,"['g153936__1881/A1', 'g153900__168305/A1', 'g153330__4319/A2', 'g153306__1881/A1']",4
n_5178,g153330__4319/Y,['u9_mem_reg\\[3\\]\\[27\\]/D'],1
n_5181,g158931/Y,"['g153931__1617/A1', 'g153895__168310/A1', 'g153335__5115/A2', 'g153311__9315/A1']",4
n_5185,g158938/Y,"['g153930__3680/A1', 'g153894__168311/A1', 'g153336__7482/A2', 'g153312__9945/A1']",4
n_519,g159173/Y,"['g179660/B', 'g179657/C']",2
n_5195,g153313__2883/Y,['u9_mem_reg\\[1\\]\\[20\\]/D'],1
n_5196,g153312__9945/Y,['u9_mem_reg\\[1\\]\\[21\\]/D'],1
n_5197,g153311__9315/Y,['u9_mem_reg\\[1\\]\\[22\\]/D'],1
n_5198,g153310__6161/Y,['u9_mem_reg\\[1\\]\\[23\\]/D'],1
n_5199,g153309__4733/Y,['u9_mem_reg\\[1\\]\\[24\\]/D'],1
n_52,g160072/Y,['g158113/A2'],1
n_5200,g153308__7482/Y,['u9_mem_reg\\[1\\]\\[25\\]/D'],1
n_5201,g153307__5115/Y,['u9_mem_reg\\[1\\]\\[26\\]/D'],1
n_5202,g153306__1881/Y,['u9_mem_reg\\[1\\]\\[27\\]/D'],1
n_5203,g153305__6131/Y,['u9_mem_reg\\[1\\]\\[28\\]/D'],1
n_5204,g153304__7098/Y,['u9_mem_reg\\[1\\]\\[29\\]/D'],1
n_5207,g153303__8246/Y,['u9_mem_reg\\[1\\]\\[30\\]/D'],1
n_5208,g153302__5122/Y,['u9_mem_reg\\[1\\]\\[31\\]/D'],1
n_521,g159871/Y,"['g159147/B', 'g153399__5115/B', 'g153395__175376/C']",3
n_5211,g158831/Y,"['g153763__168294/A2', 'g153559__3680/A1', 'g153423__1705/A1', 'g153362__6161/A1']",4
n_5212,g153423__1705/Y,['u9_mem_reg\\[3\\]\\[19\\]/D'],1
n_522,g159307/Y,[],0
n_5221,g154858__6260/Y,['u1_slt1_reg\\[7\\]/D'],1
n_5222,g154857__5107/Y,['u1_slt2_reg\\[7\\]/D'],1
n_5223,g154840__2398/Y,['u1_slt3_reg\\[7\\]/D'],1
n_5224,g154839__5477/Y,['u1_slt4_reg\\[7\\]/D'],1
n_5225,g154838__6417/Y,['u1_slt6_reg\\[7\\]/D'],1
n_523,,[],0
n_5258,g154431__2883/Y,"['fanout413/A', 'g153901__168297/B2']",2
n_5263,g155073/Y,['u1_sr_reg\\[9\\]/D'],1
n_5266,g152847__2883/Y,['u0_slt9_r_reg\\[4\\]/D'],1
n_5267,g154399__9945/Y,['u1_slt3_reg\\[8\\]/D'],1
n_5268,g154400__9315/Y,['u1_slt4_reg\\[8\\]/D'],1
n_5269,g154401__6161/Y,['u1_slt6_reg\\[8\\]/D'],1
n_5271,g154396__4733/Y,['u1_slt2_reg\\[8\\]/D'],1
n_5272,g154395__7482/Y,['u1_slt1_reg\\[8\\]/D'],1
n_5273,g154437/Y,['u1_sr_reg\\[10\\]/D'],1
n_5274,g154129__5115/Y,['u1_slt6_reg\\[9\\]/D'],1
n_5275,g154128__1881/Y,['u1_slt4_reg\\[9\\]/D'],1
n_5276,g154127__6131/Y,['u1_slt3_reg\\[9\\]/D'],1
n_52768,g27/Y,"['g202202/A', 'g159976/A', 'g155024/A']",3
n_52769,g202203/Y,"['g206130/C', 'g202202/B']",2
n_5277,g153995__7098/Y,['u1_slt2_reg\\[9\\]/D'],1
n_52770,g202202/Y,"['u7_rp_reg\\[0\\]/D', 'g153974__6783/B1']",2
n_5278,g153994__8246/Y,['u1_slt0_reg\\[9\\]/D'],1
n_5279,g152818__5122/Y,['u0_slt9_r_reg\\[5\\]/D'],1
n_528,g159319/Y,"['g159034/B', 'g158372/A', 'g157581/A']",3
n_5280,g154157/Y,['u1_sr_reg\\[11\\]/D'],1
n_5281,g153875__1705/Y,['u1_slt3_reg\\[10\\]/D'],1
n_5282,g153876__2802/Y,['u1_slt4_reg\\[10\\]/D'],1
n_5283,g153877__1617/Y,['u1_slt6_reg\\[10\\]/D'],1
n_5284,g156893/Y,"['g156116__5115/B2', 'g155592__5477/B2', 'g154858__6260/B2', 'g154395__7482/B2', 'g153590__3680/B2', 'g153402__6260/B2']",6
n_5285,g153590__3680/Y,['u1_slt1_reg\\[10\\]/D'],1
n_5286,g153589__6783/Y,['u1_slt2_reg\\[10\\]/D'],1
n_5287,g153977/Y,['u1_sr_reg\\[12\\]/D'],1
n_5288,g153403__5526/Y,['u1_slt2_reg\\[11\\]/D'],1
n_52880,g202272/Y,"['g184496/B', 'g179414/B']",2
n_5289,g153341__8428/Y,['u1_slt3_reg\\[11\\]/D'],1
n_52892,g174069_dup202286/Y,"['fopt202291/A', 'fopt202285/A']",2
n_52893,fopt202285/Y,"['g214962/A1', 'g213869/A1', 'g202302/A1', 'g202301/A1', 'g202300/A1', 'g202299/A1', 'g202298/A1', 'g202297/A1', 'g202295/A1', 'g202294/A1', 'g202293/A1', 'g202292/A1', 'g202289/A1', 'g202288/A1', 'g202287/A1']",15
n_52895,g202287/Y,['u3_mem_reg\\[0\\]\\[3\\]/D'],1
n_52896,g202288/Y,['u3_mem_reg\\[0\\]\\[1\\]/D'],1
n_52897,g202289/Y,['u3_mem_reg\\[0\\]\\[21\\]/D'],1
n_52898,fopt202291/Y,"['fanout463/A', 'g213839/A1']",2
n_52899,g202290/Y,['u3_mem_reg\\[0\\]\\[6\\]/D'],1
n_529,g158372/Y,['u2_sync_beat_reg/D'],1
n_5290,g153401__4319/Y,['u1_slt0_reg\\[11\\]/D'],1
n_52900,g202292/Y,['u3_mem_reg\\[0\\]\\[11\\]/D'],1
n_52901,g202293/Y,['u3_mem_reg\\[0\\]\\[17\\]/D'],1
n_52902,g202294/Y,['u3_mem_reg\\[0\\]\\[7\\]/D'],1
n_52903,g202295/Y,['u3_mem_reg\\[0\\]\\[24\\]/D'],1
n_52905,g202297/Y,['u3_mem_reg\\[0\\]\\[20\\]/D'],1
n_52906,g202298/Y,['u3_mem_reg\\[0\\]\\[25\\]/D'],1
n_52907,g202299/Y,['u3_mem_reg\\[0\\]\\[13\\]/D'],1
n_52908,g202300/Y,['u3_mem_reg\\[0\\]\\[30\\]/D'],1
n_52909,g202301/Y,['u3_mem_reg\\[0\\]\\[8\\]/D'],1
n_5291,g153402__6260/Y,['u1_slt1_reg\\[11\\]/D'],1
n_52910,g202302/Y,['u3_mem_reg\\[0\\]\\[27\\]/D'],1
n_52911,g202303/Y,['u3_mem_reg\\[0\\]\\[9\\]/D'],1
n_52912,g202304/Y,['u3_mem_reg\\[0\\]\\[26\\]/D'],1
n_52913,g202305/Y,['u3_mem_reg\\[0\\]\\[0\\]/D'],1
n_52914,g202306/Y,['u3_mem_reg\\[0\\]\\[28\\]/D'],1
n_52915,g202307/Y,['u3_mem_reg\\[0\\]\\[18\\]/D'],1
n_52916,g202308/Y,['u3_mem_reg\\[0\\]\\[31\\]/D'],1
n_52917,g202309/Y,['u3_mem_reg\\[0\\]\\[29\\]/D'],1
n_52918,g202310/Y,['u3_mem_reg\\[0\\]\\[19\\]/D'],1
n_52919,g202311/Y,['u3_mem_reg\\[0\\]\\[16\\]/D'],1
n_5292,g153340__5107/Y,['u1_slt4_reg\\[11\\]/D'],1
n_52920,g202312/Y,['u3_mem_reg\\[0\\]\\[15\\]/D'],1
n_52921,g202313/Y,['u3_mem_reg\\[0\\]\\[23\\]/D'],1
n_52922,g202314/Y,['u3_mem_reg\\[0\\]\\[14\\]/D'],1
n_52923,g202315/Y,['u3_mem_reg\\[0\\]\\[5\\]/D'],1
n_52924,g202316/Y,['u3_mem_reg\\[0\\]\\[2\\]/D'],1
n_52926,g202318/Y,['u3_mem_reg\\[0\\]\\[12\\]/D'],1
n_5293,g152804__2398/Y,['u0_slt9_r_reg\\[6\\]/D'],1
n_52932,g202323/Y,"['g213720/B2', 'g207748/A']",2
n_52933,g456/Y,['g455/A1'],1
n_52934,g455/Y,['u4_dout_reg\\[5\\]/D'],1
n_52935,g202327/Y,['g202326/A1'],1
n_52936,g202328/Y,['g202326/A2'],1
n_52937,g202329/Y,['g202326/A3'],1
n_52938,,['g202326/B'],1
n_52939,g202326/Y,['g202325/B'],1
n_5294,g153339__5477/Y,['u1_slt6_reg\\[11\\]/D'],1
n_52940,g202325/Y,['u5_dout_reg\\[4\\]/D'],1
n_52948,g202337/Y,['g202336/A'],1
n_52949,g202338/Y,['g202336/B'],1
n_5295,g153542/Y,['u1_sr_reg\\[13\\]/D'],1
n_52950,g202339/Y,['g202336/C'],1
n_52951,g202336/Y,['u12_wb_data_o_reg\\[15\\]/D'],1
n_5296,g156645/Y,"['g153994__8246/B2', 'g153401__4319/B2', 'g152964__6417/B2', 'g152859__2802/B2']",4
n_5297,g152964__6417/Y,['u1_slt0_reg\\[12\\]/D'],1
n_52978,g202360/Y,['g202359/B'],1
n_52979,g202359/Y,['g157010/C'],1
n_5298,g152963__7410/Y,['u1_slt2_reg\\[12\\]/D'],1
n_5299,g152962__1666/Y,['u1_slt3_reg\\[12\\]/D'],1
n_53,g160074/Y,['g158284/A'],1
n_5300,g152961__2346/Y,['u1_slt4_reg\\[12\\]/D'],1
n_53002,g202384/Y,['g202383/B'],1
n_53003,g202383/Y,"['g202359/A1', 'g157479/B']",2
n_5301,g152960__2883/Y,['u1_slt6_reg\\[12\\]/D'],1
n_5302,g153037/Y,['u1_sr_reg\\[14\\]/D'],1
n_5303,g152802__9945/Y,['u0_slt9_r_reg\\[7\\]/D'],1
n_5304,g152880__9315/Y,['u1_slt6_reg\\[13\\]/D'],1
n_5305,g152879__6161/Y,['u1_slt2_reg\\[13\\]/D'],1
n_5306,g152878__4733/Y,['u1_slt3_reg\\[13\\]/D'],1
n_5307,g152877__7482/Y,['u1_slt4_reg\\[13\\]/D'],1
n_5308,g152883/Y,['u1_sr_reg\\[15\\]/D'],1
n_5309,g152870__5115/Y,['u1_slt6_reg\\[14\\]/D'],1
n_5310,g152869__1881/Y,['u1_slt4_reg\\[14\\]/D'],1
n_53101,g202448/Y,"['g202447/A2', 'g202272/A2', 'g184641/B1', 'g184626/A1', 'g184625/A1', 'g184623/A2', 'g181449/A1', 'g168968/A1', 'g158559/A2']",9
n_53102,g202447/Y,['g202323/B'],1
n_5311,g152867__6131/Y,['u1_slt2_reg\\[14\\]/D'],1
n_5312,g152866__7098/Y,['u1_slt3_reg\\[14\\]/D'],1
n_5313,g152871/Y,['u1_sr_reg\\[16\\]/D'],1
n_5314,g152800__8246/Y,['u0_slt9_r_reg\\[8\\]/D'],1
n_5315,g152857__5122/Y,['u1_slt2_reg\\[15\\]/D'],1
n_5316,g152858__1705/Y,['u1_slt6_reg\\[15\\]/D'],1
n_5317,g152859__2802/Y,['u1_slt0_reg\\[15\\]/D'],1
n_5318,g152856__1617/Y,['u1_slt3_reg\\[15\\]/D'],1
n_5319,g152855__3680/Y,['u1_slt4_reg\\[15\\]/D'],1
n_532,,['g154314__9315/C'],1
n_5320,g152860/Y,['u1_sr_reg\\[17\\]/D'],1
n_5321,g152846__6783/Y,['u1_slt6_reg\\[16\\]/D'],1
n_5322,g152845__5526/Y,['u1_slt2_reg\\[16\\]/D'],1
n_5323,g152844__8428/Y,['u1_slt3_reg\\[16\\]/D'],1
n_5324,g152843__4319/Y,['u1_slt4_reg\\[16\\]/D'],1
n_5325,g152798__6260/Y,['u0_slt9_r_reg\\[9\\]/D'],1
n_5326,g152849/Y,['u1_sr_reg\\[18\\]/D'],1
n_53263,fopt202580/Y,['g207595/B'],1
n_53264,fopt202581/Y,['g224642/B'],1
n_5327,g152836__5107/Y,['u1_slt6_reg\\[17\\]/D'],1
n_5328,g152835__2398/Y,['u1_slt4_reg\\[17\\]/D'],1
n_5329,g152833__5477/Y,['u1_slt2_reg\\[17\\]/D'],1
n_5330,g152832__6417/Y,['u1_slt3_reg\\[17\\]/D'],1
n_5331,g152837/Y,['u1_sr_reg\\[19\\]/D'],1
n_5332,g152796__7410/Y,['u0_slt9_r_reg\\[10\\]/D'],1
n_5333,g156648/Y,"['g155587/B2', 'g155586/B2', 'g155584/B2', 'g155578__2346/B2', 'g154401__6161/B2', 'g153877__1617/B2', 'g152960__2883/B2', 'g152870__5115/B2', 'g152846__6783/B2', 'g152817__9315/B2', 'drc_buf_sp166429/A']",11
n_5335,g152826__1666/Y,['u1_slt6_reg\\[18\\]/D'],1
n_5336,g156646/Y,"['g155591/B2', 'g155590/B2', 'g155589__6417/B2', 'g154857__5107/B2', 'g154396__4733/B2', 'g153995__7098/B2', 'g153589__6783/B2', 'g153403__5526/B2', 'g152963__7410/B2', 'g152879__6161/B2', 'g152867__6131/B2', 'g152857__5122/B2', 'g152845__5526/B2', 'g152833__5477/B2', 'g152825__2346/B2', 'g152816__6161/B2']",16
n_53365,g202672/Y,"['g219108/B', 'g212432/A', 'g212125/A', 'g202674/B', 'g200851_dup/B', 'g159059_dup212431/A']",6
n_53366,g202674/Y,"['g202675/A2', 'g202673/A2']",2
n_53367,g202673/Y,[],0
n_53368,g202675/Y,['g212201/C'],1
n_53369,,['g180564/D'],1
n_5337,g152825__2346/Y,['u1_slt2_reg\\[18\\]/D'],1
n_53370,g200851_dup/Y,['g212412/A'],1
n_53371,,['g176219/D'],1
n_53372,,['g176214/D'],1
n_5338,g157207/Y,"['g156723/B2', 'g156721/B2', 'g156720/B2', 'g155582__7410/B2', 'g154399__9945/B2', 'g153875__1705/B2', 'g152962__1666/B2', 'g152866__7098/B2', 'g152844__8428/B2', 'g152815__4733/B2', 'drc_buf_sp166379/A']",11
n_534,g178426/Y,"['g209220/B', 'g187222/B', 'g154859__4319/C']",3
n_5340,g152824__2883/Y,['u1_slt3_reg\\[18\\]/D'],1
n_5341,g157353/Y,"['g157159/B2', 'g157157/B2', 'g156724/B2', 'g155581__1666/B2', 'g154400__9315/B2', 'g153876__2802/B2', 'g152961__2346/B2', 'g152869__1881/B2', 'g152843__4319/B2', 'g152814__7482/B2', 'drc_buf_sp166404/A']",11
n_5343,g152823__9945/Y,['u1_slt4_reg\\[18\\]/D'],1
n_5344,g152817__9315/Y,['u1_slt6_reg\\[19\\]/D'],1
n_5345,g152816__6161/Y,['u1_slt2_reg\\[19\\]/D'],1
n_5346,g152815__4733/Y,['u1_slt3_reg\\[19\\]/D'],1
n_5347,g152814__7482/Y,['u1_slt4_reg\\[19\\]/D'],1
n_5348,g152794__5115/Y,['u0_slt9_r_reg\\[11\\]/D'],1
n_5349,g152792__1881/Y,['u0_slt9_r_reg\\[12\\]/D'],1
n_5350,g152790__6131/Y,['u0_slt9_r_reg\\[13\\]/D'],1
